GSMID	GSEID	BrendaTerm
GSM386260	GSE15389, GSE15396	peripheral blood mononuclear cell
GSM139219	GSE5993	cervical carcinoma cell
GSM275176	GSE10846	lymph node
GSM18444	GSE1145	heart, cardiac muscle
GSM18445	GSE1145	heart, cardiac muscle
GSM18446	GSE1145	heart, cardiac muscle
GSM18447	GSE1145	heart, cardiac muscle
GSM18442	GSE1145	heart, cardiac muscle
GSM18443	GSE1145	heart, cardiac muscle
GSM18449	GSE1145	heart, cardiac muscle
GSM559577	GSE22541	renal cell carcinoma cell
GSM352747	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352746	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352745	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352744	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352743	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352742	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352741	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352740	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352749	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352748	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM422983	GSE16879	colon
GSM422981	GSE16879	colon
GSM422987	GSE16879	colon
GSM250001	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM250000	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM320229	GSE12763, GSE12790	breast
GSM320228	GSE12763, GSE12790	breast
GSM370105	GSE27651	ovarian low malignant potential tumor cell
GSM301600	GSE11941, GSE11942	hepatocyte
GSM301601	GSE11941, GSE11942	hepatocyte
GSM301606	GSE11941, GSE11942	hepatocyte
GSM320220	GSE12763, GSE12790	breast
GSM370103	GSE27651	ovarian low malignant potential tumor cell
GSM301605	GSE11941, GSE11942	hepatocyte
GSM516797	GSE20565	ovarian serous carcinoma cell
GSM516795	GSE20565	ovarian serous carcinoma cell
GSM674577	GSE27280	skin fibroblast
GSM516798	GSE20565	ovarian serous carcinoma cell
GSM516799	GSE20565	ovarian serous carcinoma cell
GSM465951	GSE18781	peripheral blood
GSM465953	GSE18781	peripheral blood
GSM465955	GSE18781	peripheral blood
GSM465954	GSE18781	peripheral blood
GSM465957	GSE18781	peripheral blood
GSM134918	GSE5816	bronchial epithelial cell
GSM280996	GSE11135	Hep-G2 cell
GSM280997	GSE11135	Hep-G2 cell
GSM280990	GSE11135	Hep-G2 cell
GSM280991	GSE11135	Hep-G2 cell
GSM335911	GSE13637	HUVEC cell
GSM335910	GSE13637	HUVEC cell
GSM335913	GSE13637	HUVEC cell
GSM335912	GSE13637	HUVEC cell
GSM335914	GSE13637	HUVEC cell
GSM465942	GSE18781	peripheral blood
GSM465943	GSE18781	peripheral blood
GSM465940	GSE18781	peripheral blood
GSM465941	GSE18781	peripheral blood
GSM465946	GSE18781	peripheral blood
GSM465947	GSE18781	peripheral blood
GSM465944	GSE18781	peripheral blood
GSM465945	GSE18781	peripheral blood
GSM465948	GSE18781	peripheral blood
GSM465949	GSE18781	peripheral blood
GSM450674	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450675	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450676	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450677	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450670	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450671	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450672	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450673	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450678	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM450679	GSE18018	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM215065	GSE8671	colon
GSM95506	GSE4183	colon
GSM95507	GSE4183	colon
GSM95502	GSE4183	colon
GSM95500	GSE4183	colon
GSM95501	GSE4183	colon
GSM95508	GSE4183	colon
GSM95509	GSE4183	colon
GSM651411	GSE26495	T-lymphocyte
GSM651413	GSE26495	T-lymphocyte
GSM651412	GSE26495	T-lymphocyte
GSM651415	GSE26495	T-lymphocyte
GSM651417	GSE26495	T-lymphocyte
GSM651416	GSE26495	T-lymphocyte
GSM651419	GSE26495	T-lymphocyte
GSM651418	GSE26495	T-lymphocyte
GSM572816	GSE23343	liver
GSM483319	GSE19429	hematopoietic stem cell, bone marrow
GSM242086	GSE9770	striate cortex
GSM242087	GSE9770	striate cortex
GSM242085	GSE9770	striate cortex
GSM242088	GSE9770	striate cortex
GSM242089	GSE9770	striate cortex
GSM272501	GSE10792	leukemia cell, peripheral blood, blood platelet
GSM272502	GSE10792	leukemia cell, peripheral blood, blood platelet
GSM272504	GSE10792	leukemia cell, peripheral blood, blood platelet
GSM272505	GSE10792	leukemia cell, peripheral blood, blood platelet
GSM465195	GSE18728	breast
GSM465194	GSE18728	breast
GSM465197	GSE18728	breast
GSM465196	GSE18728	breast
GSM459859	GSE18462	colon
GSM459858	GSE18462	colon
GSM387309	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM125122	GSE5460	breast
GSM125121	GSE5460	breast
GSM125120	GSE5460	breast
GSM387301	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387300	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387303	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387302	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387305	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387304	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387307	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387306	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM272979	GSE10810	breast
GSM272978	GSE10810	breast
GSM272971	GSE10810	breast
GSM272970	GSE10810	breast
GSM272973	GSE10810	breast
GSM272972	GSE10810	breast
GSM272975	GSE10810	breast
GSM272974	GSE10810	breast
GSM272977	GSE10810	breast
GSM272976	GSE10810	breast
GSM351638	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM397660	GSE15824	brain
GSM445951	GSE17855, GSE22056	acute myeloid leukemia cell
GSM445955	GSE17855	acute myeloid leukemia cell
GSM445954	GSE17855, GSE22056	acute myeloid leukemia cell
GSM312848	GSE12453	follicular lymphoma cell
GSM312849	GSE12453	follicular lymphoma cell
GSM227010	GSE8961	respiratory epithelium cell, A-549 cell
GSM227011	GSE8961	respiratory epithelium cell, A-549 cell
GSM312846	GSE12453	follicular lymphoma cell
GSM312847	GSE12453	follicular lymphoma cell
GSM372722	GSE14924	T-lymphocyte
GSM372720	GSE14924	T-lymphocyte
GSM256289	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256288	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256281	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256280	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256283	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256282	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256285	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256284	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256287	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256286	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM158963	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158962	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158961	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158960	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158967	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158966	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158965	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158964	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158969	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158968	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM411822	GSE16395	tonsil
GSM411823	GSE16395	tonsil
GSM411821	GSE16395	tonsil
GSM452278	GSE16226	skin fibroblast
GSM469136	GSE18934	mesenchymal stem cell, blood
GSM469132	GSE18934	liver, mesenchymal stem cell
GSM469131	GSE18934	liver, mesenchymal stem cell
GSM469130	GSE18934	liver, mesenchymal stem cell
GSM271866	GSE10767	B-lymphocyte, tonsil
GSM271867	GSE10767	B-lymphocyte, tonsil
GSM271865	GSE10767	B-lymphocyte, tonsil
GSM271868	GSE10767	B-lymphocyte, tonsil
GSM523352	GSE20916	colon
GSM523353	GSE20916	colon
GSM523350	GSE20916	colon
GSM523351	GSE20916	colon
GSM523354	GSE20916	colon
GSM523355	GSE20916	colon
GSM286888	GSE11318	lymph node, B-cell lymphoma cell
GSM286889	GSE11318	lymph node, B-cell lymphoma cell
GSM286882	GSE11318	lymph node, B-cell lymphoma cell
GSM286883	GSE11318	lymph node, B-cell lymphoma cell
GSM286880	GSE11318	lymph node, B-cell lymphoma cell
GSM286881	GSE11318	lymph node, B-cell lymphoma cell
GSM286887	GSE11318	lymph node, B-cell lymphoma cell
GSM286884	GSE11318	lymph node, B-cell lymphoma cell
GSM286885	GSE11318	lymph node, B-cell lymphoma cell
GSM419991	GSE16755	macrophage
GSM410759	GSE16363	lymph node
GSM410757	GSE16363	lymph node
GSM410756	GSE16363	lymph node
GSM410755	GSE16363	lymph node
GSM410754	GSE16363	lymph node
GSM410753	GSE16363	lymph node
GSM410752	GSE16363	lymph node
GSM488042	GSE19578	brain
GSM488040	GSE19578	brain
GSM488041	GSE19578	brain
GSM270809	GSE10714	colon
GSM270808	GSE10714	colon
GSM270803	GSE10714	colon
GSM270802	GSE10714	colon
GSM270801	GSE10714	colon
GSM270800	GSE10714	colon
GSM270807	GSE10714	colon
GSM270806	GSE10714	colon
GSM270805	GSE10714	colon
GSM270804	GSE10714	colon
GSM493998	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493999	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493990	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493991	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493992	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493993	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493994	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493996	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM493997	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM549595	GSE22106	small intestine
GSM549596	GSE22106	small intestine
GSM549597	GSE22106	small intestine
GSM518598	GSE20677	peripheral blood mononuclear cell
GSM518599	GSE20677	peripheral blood mononuclear cell
GSM518597	GSE20677	peripheral blood mononuclear cell
GSM239389	GSE9419	skeletal muscle
GSM239388	GSE9419	skeletal muscle
GSM239383	GSE9419	skeletal muscle
GSM239382	GSE9419	skeletal muscle
GSM239381	GSE9419	skeletal muscle
GSM239380	GSE9419	skeletal muscle
GSM239387	GSE9419	skeletal muscle
GSM239386	GSE9419	skeletal muscle
GSM239385	GSE9419	skeletal muscle
GSM239384	GSE9419	skeletal muscle
GSM261087	GSE10334	gingiva
GSM261086	GSE10334	gingiva
GSM261089	GSE10334	gingiva
GSM261088	GSE10334	gingiva
GSM262198	GSE10358	bone marrow
GSM262199	GSE10358	bone marrow
GSM262192	GSE10358	bone marrow
GSM262193	GSE10358	bone marrow
GSM262190	GSE10358	bone marrow
GSM262191	GSE10358	bone marrow
GSM262196	GSE10358	bone marrow
GSM262197	GSE10358	bone marrow
GSM262194	GSE10358	bone marrow
GSM262195	GSE10358	bone marrow
GSM491003	GSE19665	liver
GSM229928	GSE9055	HUVEC cell
GSM229929	GSE9055	HUVEC cell
GSM229926	GSE9055	HUVEC cell
GSM229927	GSE9055	HUVEC cell
GSM229924	GSE9055	HUVEC cell
GSM229925	GSE9055	HUVEC cell
GSM229922	GSE9055	HUVEC cell
GSM229923	GSE9055	HUVEC cell
GSM229920	GSE9055	HUVEC cell
GSM229921	GSE9055	HUVEC cell
GSM415386	GSE16538	lung
GSM125088	GSE5460	breast
GSM125089	GSE5460	breast
GSM202227	GSE8167	small intestine
GSM125084	GSE5460	breast
GSM125085	GSE5460	breast
GSM125086	GSE5460	breast
GSM125087	GSE5460	breast
GSM125080	GSE5460	breast
GSM125081	GSE5460	breast
GSM125082	GSE5460	breast
GSM125083	GSE5460	breast
GSM398925	GSE12079	T-lymphocyte
GSM398920	GSE12079	T-lymphocyte
GSM340520	GSE13506	adipose tissue
GSM340521	GSE13506	adipose tissue
GSM340522	GSE13506	adipose tissue
GSM340523	GSE13506	adipose tissue
GSM340524	GSE13506	adipose tissue
GSM340525	GSE13506	adipose tissue
GSM340526	GSE13506	adipose tissue
GSM340527	GSE13506	adipose tissue
GSM340528	GSE13506	adipose tissue
GSM340529	GSE13506	adipose tissue
GSM483326	GSE19429	hematopoietic stem cell, bone marrow
GSM483327	GSE19429	hematopoietic stem cell, bone marrow
GSM483324	GSE19429	hematopoietic stem cell, bone marrow
GSM483325	GSE19429	hematopoietic stem cell, bone marrow
GSM483322	GSE19429	hematopoietic stem cell, bone marrow
GSM483323	GSE19429	hematopoietic stem cell, bone marrow
GSM483320	GSE19429	hematopoietic stem cell, bone marrow
GSM483321	GSE19429	hematopoietic stem cell, bone marrow
GSM483328	GSE19429	hematopoietic stem cell, bone marrow
GSM483329	GSE19429	hematopoietic stem cell, bone marrow
GSM351409	GSE13987	B-lymphocyte, peripheral blood mononuclear cell
GSM114089	GSE11952, GSE19407, GSE19667, GSE5058, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM447205	GSE17907	breast
GSM447204	GSE17907	breast
GSM447207	GSE17907	breast
GSM447206	GSE17907	breast
GSM447201	GSE17907	breast
GSM447200	GSE17907	breast
GSM447203	GSE17907	breast
GSM447202	GSE17907	breast
GSM447209	GSE17907	breast
GSM447208	GSE17907	breast
GSM300242	GSE11882	entorhinal cortex
GSM299727	GSE11869	Ishikawa cell
GSM299726	GSE11869	Ishikawa cell
GSM299725	GSE11869	Ishikawa cell
GSM299723	GSE11869	Ishikawa cell
GSM299722	GSE11869	Ishikawa cell
GSM299721	GSE11869	Ishikawa cell
GSM299720	GSE11869	Ishikawa cell
GSM299729	GSE11869	Ishikawa cell
GSM299728	GSE11869	Ishikawa cell
GSM140971	GSE6090	dendritic cell
GSM140970	GSE6090	dendritic cell
GSM140973	GSE6090	dendritic cell
GSM275228	GSE10846, GSE17372	lymph node
GSM275229	GSE10846, GSE17372	lymph node
GSM275220	GSE10846, GSE17372	lymph node
GSM275221	GSE10846, GSE17372	lymph node
GSM275222	GSE10846, GSE17372	lymph node
GSM275223	GSE10846	lymph node
GSM275224	GSE10846, GSE17372	lymph node
GSM275225	GSE10846	lymph node
GSM275226	GSE10846, GSE17372	lymph node
GSM275227	GSE10846, GSE17372	lymph node
GSM347329	GSE13811	chronic lymphocytic leukemia cell, peripheral blood
GSM388191	GSE15477	MDA-MB-231 cell
GSM388190	GSE15477	MDA-MB-231 cell
GSM388193	GSE15477	T-47D cell
GSM388192	GSE15477	MDA-MB-231 cell
GSM388194	GSE15477	T-47D cell
GSM388197	GSE15477	breast cancer cell line
GSM388198	GSE15477	breast cancer cell line
GSM157868	GSE6890	cervical carcinoma cell, HeLa cell
GSM458579	GSE19667	respiratory epithelium cell
GSM183196	GSE7568	macrophage
GSM276229	GSE10896	U-937 cell
GSM276228	GSE10896	U-937 cell
GSM276225	GSE10896	U-937 cell
GSM276224	GSE10896	U-937 cell
GSM276227	GSE10896	U-937 cell
GSM276226	GSE10896	U-937 cell
GSM276221	GSE10896	U-937 cell
GSM276220	GSE10896	U-937 cell
GSM276223	GSE10896	U-937 cell
GSM276222	GSE10896	U-937 cell
GSM417770	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417771	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417772	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417773	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417774	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417775	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417776	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417778	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM417779	GSE16650	BEAS-2B cell, bronchial epithelial cell
GSM449172	GSE17951	prostate gland
GSM272210	GSE10780	breast
GSM272212	GSE10780	breast
GSM272213	GSE10780	breast
GSM272214	GSE10780	breast
GSM272215	GSE10780	breast
GSM272216	GSE10780	breast
GSM272217	GSE10780	breast
GSM272218	GSE10780	breast
GSM272219	GSE10780	breast
GSM446118	GSE17855	acute myeloid leukemia cell
GSM446119	GSE17855	acute myeloid leukemia cell
GSM446112	GSE17855	acute myeloid leukemia cell
GSM446113	GSE17855	acute myeloid leukemia cell
GSM446110	GSE17855	acute myeloid leukemia cell
GSM446111	GSE17855	acute myeloid leukemia cell
GSM446116	GSE17855	acute myeloid leukemia cell
GSM446117	GSE17855	acute myeloid leukemia cell
GSM446114	GSE17855	acute myeloid leukemia cell
GSM446115	GSE17855	acute myeloid leukemia cell
GSM239778	GSE9438	brain
GSM239779	GSE9438	brain
GSM239776	GSE9438	brain
GSM239777	GSE9438	brain
GSM239774	GSE9438	brain
GSM239775	GSE9438	brain
GSM239772	GSE9438	brain
GSM239773	GSE9438	brain
GSM239770	GSE9438	brain
GSM239771	GSE9438	brain
GSM238827	GSE5281	posterior cingulate cortex
GSM238826	GSE5281	posterior cingulate cortex
GSM342769	GSE13070	adipose tissue
GSM342763	GSE13070	adipose tissue
GSM342764	GSE13070	adipose tissue
GSM342765	GSE13070	skeletal muscle
GSM350281	GSE13904	blood
GSM261128	GSE10334	gingiva
GSM261129	GSE10334	gingiva
GSM261122	GSE10334	gingiva
GSM261123	GSE10334	gingiva
GSM261120	GSE10334	gingiva
GSM261121	GSE10334	gingiva
GSM261126	GSE10334	gingiva
GSM261127	GSE10334	gingiva
GSM261124	GSE10334	gingiva
GSM261125	GSE10334	gingiva
GSM475771	GSE19188	lung
GSM475775	GSE19188	lung
GSM281344	GSE11151	nephroblastoma cell
GSM281345	GSE11166	kidney
GSM281346	GSE11166	kidney
GSM281347	GSE11166	kidney
GSM281340	GSE11151	kidney cancer cell
GSM281341	GSE11151	nephroblastoma cell
GSM281342	GSE11151	nephroblastoma cell
GSM281343	GSE11151	nephroblastoma cell
GSM25831	GSE1145	heart, cardiac muscle
GSM25830	GSE1145	heart, cardiac muscle
GSM25833	GSE1145	heart, cardiac muscle
GSM25832	GSE1145	heart, cardiac muscle
GSM25835	GSE1145	heart, cardiac muscle
GSM25834	GSE1145	heart, cardiac muscle
GSM25837	GSE1145	heart, cardiac muscle
GSM25836	GSE1145	heart, cardiac muscle
GSM25839	GSE1145	heart, cardiac muscle
GSM25838	GSE1145	heart, cardiac muscle
GSM280918	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM280919	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM280916	GSE11135	mononuclear cell, chronic myeloid leukemia cell
GSM280917	GSE11135	mononuclear cell, chronic lymphocytic leukemia cell
GSM280914	GSE11135	Hep-G2 cell
GSM280915	GSE11135	Hep-G2 cell
GSM280910	GSE11135	Hep-G2 cell
GSM280911	GSE11135	Hep-G2 cell
GSM97898	GSE4290, GSE4536	brain
GSM97899	GSE4290	brain
GSM97895	GSE4290	brain
GSM143898	GSE6257	lymphatic endothelial cell
GSM234911	GSE9254	colon
GSM234910	GSE9254	colon
GSM234913	GSE9254	colon
GSM234912	GSE9254	colon
GSM234915	GSE9254	colon
GSM234914	GSE9254	colon
GSM234917	GSE9254	colon
GSM234916	GSE9254	colon
GSM234919	GSE9254	colon
GSM234918	GSE9254	colon
GSM299977	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299970	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299971	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299978	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299979	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM315856	GSE12606	kidney
GSM315855	GSE12606	kidney
GSM465199	GSE18728	breast
GSM465198	GSE18728	breast
GSM281669	GSE11166	kidney
GSM281668	GSE11166	kidney
GSM281667	GSE11166	kidney
GSM281666	GSE11166	kidney
GSM281665	GSE11166	kidney
GSM281664	GSE11166	kidney
GSM465191	GSE18728	breast
GSM465190	GSE18728	breast
GSM465193	GSE18728	breast
GSM465192	GSE18728	breast
GSM159078	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159079	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159076	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159077	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159074	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159075	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159072	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159073	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159070	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
